dayOfWeek,hourOfDay,P1,P2,year,month
Tuesday,2,8.33322916666667,5.788541666666668,2018,8
Tuesday,3,10.143645833333336,6.6070833333333345,2018,8
Tuesday,4,10.006632653061223,6.707448979591836,2018,8
Tuesday,5,8.491702127659575,5.739680851063829,2018,8
Tuesday,6,8.681707317073172,6.102682926829268,2018,8
Tuesday,7,22.604777777777777,6.279444444444445,2018,8
Tuesday,8,8.401249999999996,4.749166666666667,2018,8
Tuesday,9,9.216478873239438,3.8688732394366205,2018,8
Tuesday,10,6.00081081081081,2.9052702702702704,2018,8
Tuesday,11,16.18027777777779,4.051527777777777,2018,8
Tuesday,12,5.978142857142856,3.4847142857142863,2018,8
Tuesday,13,6.822162162162161,2.5485135135135124,2018,8
Tuesday,14,5.457222222222223,2.7020833333333334,2018,8
Tuesday,15,6.448333333333334,3.0948611111111104,2018,8
Tuesday,16,6.476944444444445,2.68875,2018,8
Tuesday,17,7.381884057971015,3.135942028985508,2018,8
Tuesday,18,8.99409090909091,3.7781818181818188,2018,8
Tuesday,19,8.67469696969697,3.7586363636363638,2018,8
Tuesday,20,8.507857142857144,3.7994285714285705,2018,8
Tuesday,21,9.265689655172412,4.173793103448275,2018,8
Tuesday,22,9.466382978723404,4.118936170212766,2018,8
Tuesday,23,8.604897959183672,3.8236734693877548,2018,8
Wednesday,0,9.472083333333332,3.7452083333333337,2018,8
Wednesday,1,10.063404255319151,3.984255319148935,2018,8
Wednesday,2,7.199791666666667,2.8897916666666674,2018,8
Wednesday,3,7.378400000000002,2.8914,2018,8
Wednesday,4,8.731666666666666,3.3939583333333325,2018,8
Wednesday,5,8.439791666666666,3.5327083333333325,2018,8
Wednesday,6,7.505362318840578,3.339130434782608,2018,8
Wednesday,7,7.6398979591836715,3.8991836734693885,2018,8
Wednesday,8,37.75185567010311,6.877010309278346,2018,8
Wednesday,9,7.236526315789472,2.4097894736842114,2018,8
Wednesday,10,6.502395833333335,2.0472916666666667,2018,8
Wednesday,11,4.393186813186814,2.1181318681318677,2018,8
Wednesday,12,4.053979591836735,1.9284693877551016,2018,8
Wednesday,13,3.171063829787234,1.8112765957446817,2018,8
Wednesday,14,3.473586956521739,2.0300000000000007,2018,8
Wednesday,15,4.590430107526882,2.292150537634409,2018,8
Wednesday,16,4.753763440860214,2.126344086021505,2018,8
Wednesday,17,4.915729166666666,2.1662499999999993,2018,8
Wednesday,18,6.258068181818183,2.5552272727272736,2018,8
Wednesday,19,6.598229166666666,2.7125,2018,8
Wednesday,20,7.323043478260868,3.1613043478260865,2018,8
Wednesday,21,6.801775700934579,2.8623364485981306,2018,8
Wednesday,22,6.951743119266057,2.7863302752293575,2018,8
Wednesday,23,6.088151260504201,2.478319327731092,2018,8
