dayOfWeek,hourOfDay,P1,P2,year,month
Saturday,10,32.597065217391304,14.769782608695651,2018,3
Saturday,11,29.986494845360824,13.612474226804126,2018,3
Saturday,12,29.988775510204082,12.578367346938775,2018,3
Saturday,13,31.170638297872337,13.175851063829784,2018,3
Saturday,14,33.54082474226804,14.28041237113402,2018,3
Saturday,15,36.890210526315784,15.807578947368421,2018,3
Saturday,16,44.36546391752577,18.48154639175257,2018,3
Saturday,17,49.080606060606065,20.145151515151515,2018,3
Saturday,18,56.935567010309256,22.89298969072165,2018,3
Saturday,19,63.76621052631579,25.154105263157895,2018,3
Saturday,20,77.26123287671233,28.676712328767124,2018,3
Saturday,21,74.33581081081083,28.218378378378375,2018,3
Saturday,22,65.20344086021505,27.47032258064515,2018,3
Saturday,23,66.83731958762885,26.74556701030928,2018,3
Sunday,0,65.41540816326531,24.37673469387755,2018,3
Sunday,1,72.49085106382977,25.315957446808508,2018,3
Sunday,2,64.06878787878786,23.653131313131308,2018,3
Sunday,3,57.70453608247422,21.79824742268041,2018,3
Sunday,4,51.75323232323233,20.333535353535357,2018,3
Sunday,5,43.28595744680852,17.07563829787234,2018,3
Sunday,6,23.78551020408163,9.841734693877548,2018,3
Sunday,7,23.308172043010757,9.555591397849463,2018,3
Sunday,8,21.900833333333335,8.767395833333332,2018,3
Sunday,9,21.05295918367347,7.914693877551019,2018,3
Sunday,10,17.1280612244898,6.810306122448977,2018,3
Sunday,11,15.41071428571429,6.208979591836734,2018,3
Sunday,12,12.695876288659791,5.797216494845363,2018,3
Sunday,13,11.498333333333333,5.684888888888888,2018,3
Sunday,14,10.904387755102041,6.077755102040817,2018,3
Sunday,15,12.721734693877554,6.545918367346936,2018,3
Sunday,16,13.812268041237115,7.326185567010308,2018,3
Sunday,17,13.766808510638302,7.8496808510638285,2018,3
Sunday,18,15.722842105263158,8.41821052631579,2018,3
Sunday,19,17.437800000000006,9.189500000000006,2018,3
Sunday,20,16.465625,9.069583333333336,2018,3
Sunday,21,17.228989898989894,9.304242424242425,2018,3
Sunday,22,17.668817204301074,9.006236559139788,2018,3
Sunday,23,17.808775510204068,9.087448979591837,2018,3
Thursday,0,16.746363636363633,7.541570247933884,2018,3
Thursday,1,17.25655737704918,8.26418032786885,2018,3
Thursday,2,19.258130081300813,9.249512195121952,2018,3
Thursday,3,19.003196721311472,9.02516393442623,2018,3
Thursday,4,21.87121951219512,10.023983739837401,2018,3
Thursday,5,22.77,9.839426229508193,2018,3
Thursday,6,24.45475409836067,10.459754098360657,2018,3
Thursday,7,22.740737704918033,9.89352459016394,2018,3
Thursday,8,21.449000000000005,9.631999999999998,2018,3
Thursday,9,20.488387096774204,8.91620967741936,2018,3
Thursday,10,17.935371900826446,8.07487603305785,2018,3
Thursday,11,18.477096774193544,8.28443548387097,2018,3
Thursday,12,17.7115,7.997499999999999,2018,3
Thursday,13,17.485483870967737,8.424274193548387,2018,3
Thursday,14,17.89958677685951,8.683801652892562,2018,3
Thursday,15,17.566229508196713,8.431311475409832,2018,3
Thursday,16,19.88479338842976,9.530826446280996,2018,3
Thursday,17,21.52685950413223,10.256115702479343,2018,3
Thursday,18,21.92829268292683,10.048699186991877,2018,3
Thursday,19,22.87649572649572,10.217264957264955,2018,3
Thursday,20,25.510666666666673,10.977416666666658,2018,3
Thursday,21,24.443583333333333,10.896166666666666,2018,3
Thursday,22,24.83443548387098,11.042741935483873,2018,3
Thursday,23,22.68823529411764,10.168823529411764,2018,3
Tuesday,0,13.404285714285713,6.5963736263736275,2018,3
Tuesday,1,9.417731958762895,4.757525773195877,2018,3
Tuesday,2,9.13577319587629,4.245463917525773,2018,3
Tuesday,3,11.762346938775513,6.127346938775508,2018,3
Tuesday,4,14.453522727272723,7.949545454545455,2018,3
Tuesday,5,16.338356164383566,8.833287671232872,2018,3
Tuesday,6,15.542837837837839,9.264864864864865,2018,3
Tuesday,7,14.325999999999995,8.265263157894736,2018,3
Tuesday,8,12.797755102040822,6.371122448979595,2018,3
Tuesday,9,17.411030927835053,6.365979381443299,2018,3
Tuesday,10,19.79868686868687,6.416262626262626,2018,3
Tuesday,11,19.99680412371134,6.786288659793815,2018,3
Tuesday,12,12.260412371134018,4.913505154639173,2018,3
Tuesday,13,5.16448979591837,2.8986734693877563,2018,3
Tuesday,14,5.282959183673468,2.7240816326530624,2018,3
Tuesday,15,7.667731958762888,3.1160824742268054,2018,3
Tuesday,16,8.17814432989691,3.370515463917526,2018,3
Tuesday,17,9.477113402061859,3.748969072164948,2018,3
Tuesday,18,12.511818181818178,5.27909090909091,2018,3
Tuesday,19,18.54268817204301,8.274301075268818,2018,3
Tuesday,20,25.21602040816327,12.124387755102038,2018,3
Tuesday,21,27.760102040816328,13.444387755102047,2018,3
Tuesday,22,27.137916666666683,13.694479166666662,2018,3
Tuesday,23,33.19909090909092,15.849292929292933,2018,3
Wednesday,0,31.492340425531918,14.465851063829787,2018,3
Wednesday,1,24.45989898989898,12.392828282828283,2018,3
Wednesday,2,23.100104166666668,11.756354166666668,2018,3
Wednesday,3,23.227575757575757,11.997474747474747,2018,3
Wednesday,4,23.562083333333337,12.296354166666667,2018,3
Wednesday,5,23.661958762886602,12.736701030927838,2018,3
Wednesday,6,24.73408163265306,13.735918367346938,2018,3
Wednesday,7,26.386595744680854,14.34117021276596,2018,3
Wednesday,8,23.274747474747482,12.392828282828287,2018,3
Wednesday,9,10.716907216494848,5.2498969072164945,2018,3
Wednesday,10,8.795959595959596,3.4850505050505043,2018,3
Wednesday,11,8.354270833333334,3.3608333333333333,2018,3
Wednesday,12,7.25646464646465,3.3234343434343425,2018,3
Wednesday,13,6.942783505154642,3.170824742268042,2018,3
Wednesday,14,7.122755102040816,2.93234693877551,2018,3
Wednesday,15,8.540618556701034,3.391855670103093,2018,3
Wednesday,16,8.787755102040819,3.424183673469389,2018,3
Wednesday,17,9.5880612244898,3.1742857142857157,2018,3
Wednesday,18,10.696043956043955,3.7886813186813195,2018,3
Wednesday,19,9.571836734693878,3.439693877551021,2018,3
Wednesday,20,10.2965306122449,3.7399999999999998,2018,3
Wednesday,21,10.966082474226804,3.847628865979382,2018,3
Wednesday,22,12.891515151515158,4.175656565656565,2018,3
Wednesday,23,13.530416666666673,4.471041666666668,2018,3
