dayOfWeek,hourOfDay,P1,P2,year,month
Friday,0,20.010531914893615,13.815000000000001,2018,12
Friday,1,16.78649484536083,12.021443298969073,2018,12
Friday,2,17.42621052631579,12.330421052631575,2018,12
Friday,3,19.308850574712643,13.320114942528738,2018,12
Friday,4,20.05021276595744,13.108404255319146,2018,12
Friday,5,19.23483146067416,11.613932584269657,2018,12
Friday,6,22.65191489361702,12.90468085106383,2018,12
Friday,7,30.369459459459456,12.05837837837838,2018,12
Friday,8,46.0032098765432,15.958888888888884,2018,12
Friday,9,53.07064102564103,19.049871794871788,2018,12
Friday,10,48.811428571428564,22.562417582417584,2018,12
Friday,11,37.80525773195877,16.808247422680413,2018,12
Friday,12,32.006236559139786,11.924838709677422,2018,12
Friday,13,30.348350515463913,11.85865979381443,2018,12
Friday,14,28.80670103092783,10.817938144329895,2018,12
Friday,15,30.8181443298969,12.463092783505154,2018,12
Friday,16,28.88216494845361,12.302164948453603,2018,12
Friday,17,26.705360824742282,11.955360824742272,2018,12
Friday,18,27.61536842105264,11.907684210526314,2018,12
Friday,19,28.419393939393924,12.49484848484848,2018,12
Friday,20,31.525257731958757,13.085567010309273,2018,12
Friday,21,30.34056818181818,12.748295454545461,2018,12
Friday,22,26.232371134020617,8.756804123711339,2018,12
Friday,23,28.53463917525772,9.265257731958764,2018,12
Monday,0,24.082250000000002,9.839750000000006,2018,12
Monday,1,26.50254237288137,10.932457627118643,2018,12
Monday,2,26.57262295081967,11.190245901639345,2018,12
Monday,3,27.424297520661145,11.661735537190086,2018,12
Monday,4,25.264249999999993,11.009249999999998,2018,12
Monday,5,22.19256198347108,9.808925619834714,2018,12
Monday,6,22.67793388429752,9.878347107438017,2018,12
Monday,7,24.510491803278676,10.775245901639346,2018,12
Monday,8,26.333333333333332,12.051916666666672,2018,12
Monday,9,25.196147540983617,12.533770491803269,2018,12
Monday,10,27.51193277310924,11.415546218487389,2018,12
Monday,11,23.349658119658116,9.824786324786329,2018,12
Monday,12,20.222608695652173,7.357130434782613,2018,12
Monday,13,18.133553719008262,7.339173553719009,2018,12
Monday,14,15.58603305785124,6.636198347107436,2018,12
Monday,15,14.779310344827588,6.37198275862069,2018,12
Monday,16,16.642561983471076,7.336198347107438,2018,12
Monday,17,17.230247933884286,7.548429752066116,2018,12
Monday,18,19.857000000000006,8.989,2018,12
Monday,19,22.79541666666667,10.417333333333335,2018,12
Monday,20,36.70169491525424,18.632796610169493,2018,12
Monday,21,31.96663934426228,17.897786885245903,2018,12
Monday,22,28.54016666666668,14.637083333333326,2018,12
Monday,23,26.846923076923087,13.552222222222225,2018,12
Saturday,0,21.595294117647054,7.657731092436976,2018,12
Saturday,1,19.10141666666667,6.885333333333337,2018,12
Saturday,2,21.20867768595041,7.711404958677686,2018,12
Saturday,3,24.093018867924535,6.4399999999999995,2018,12
Saturday,4,24.78886597938145,5.491752577319587,2018,12
Saturday,5,21.111443298969068,5.120103092783505,2018,12
Saturday,6,20.212872340425537,5.116382978723406,2018,12
Saturday,7,21.749157894736847,5.551263157894736,2018,12
Saturday,8,19.335340909090917,4.6435227272727255,2018,12
Saturday,9,16.941111111111113,3.999333333333332,2018,12
Saturday,10,15.44895833333333,3.8264583333333313,2018,12
Saturday,11,11.735789473684203,3.6573684210526296,2018,12
Saturday,12,9.848762886597934,2.827422680412372,2018,12
Saturday,13,13.28773195876288,4.405670103092783,2018,12
Saturday,14,17.816874999999985,4.713437499999999,2018,12
Saturday,15,23.53546391752578,5.59123711340206,2018,12
Saturday,16,28.118369565217385,7.235652173913046,2018,12
Saturday,17,27.627499999999998,8.343295454545455,2018,12
Saturday,18,26.272409638554212,10.019879518072292,2018,12
Saturday,19,29.199175257731955,10.550515463917524,2018,12
Saturday,20,35.17215053763441,13.359247311827966,2018,12
Saturday,21,37.16329411764706,13.914941176470593,2018,12
Saturday,22,29.322906976744175,10.372790697674416,2018,12
Saturday,23,20.234456521739126,7.444456521739132,2018,12
Sunday,0,17.349325842696633,5.913258426966294,2018,12
Sunday,1,14.010224719101126,4.628651685393258,2018,12
Sunday,2,16.048522727272733,4.413749999999999,2018,12
Sunday,3,15.9053086419753,4.291481481481481,2018,12
Sunday,4,19.632127659574465,4.995,2018,12
Sunday,5,18.32755555555556,5.146555555555555,2018,12
Sunday,6,12.782117647058824,4.5950588235294125,2018,12
Sunday,7,13.885348837209303,5.26860465116279,2018,12
Sunday,8,9.23109756097561,3.961463414634146,2018,12
Sunday,9,7.998556701030926,3.1865979381443306,2018,12
Sunday,10,7.473333333333333,2.835053763440861,2018,12
Sunday,11,7.120106382978724,2.369468085106384,2018,12
Sunday,12,6.244838709677419,2.6027956989247323,2018,12
Sunday,13,5.506588235294119,2.2897647058823534,2018,12
Sunday,14,5.705978260869566,2.5260869565217394,2018,12
Sunday,15,6.587582417582417,3.488241758241758,2018,12
Sunday,16,8.448750000000002,4.5510416666666655,2018,12
Sunday,17,8.244479166666668,4.878958333333331,2018,12
Sunday,18,12.82958333333334,6.915,2018,12
Sunday,19,21.266823529411763,8.599647058823534,2018,12
Sunday,20,22.600900000000006,9.179799999999998,2018,12
Sunday,21,20.092210526315785,7.2278947368421065,2018,12
Sunday,22,21.936697247706427,9.415504587155965,2018,12
Sunday,23,22.877000000000002,9.681166666666668,2018,12
Thursday,0,11.049411764705882,5.283294117647059,2018,12
Thursday,1,10.575555555555557,3.4631944444444445,2018,12
Thursday,2,9.608767123287672,3.133972602739727,2018,12
Thursday,3,9.484054054054054,3.059054054054053,2018,12
Thursday,4,13.537647058823536,7.108000000000003,2018,12
Thursday,5,19.89625,9.863333333333328,2018,12
Thursday,6,20.579393939393945,10.242020202020202,2018,12
Thursday,7,22.588749999999994,11.974895833333337,2018,12
Thursday,8,22.792688172043015,13.148064516129036,2018,12
Thursday,9,25.819069767441867,15.841046511627901,2018,12
Thursday,10,20.829662921348312,11.62101123595505,2018,12
Thursday,11,20.061208791208784,11.549560439560445,2018,12
Thursday,12,19.354000000000006,11.848250000000004,2018,12
Thursday,13,14.202,8.529222222222218,2018,12
Thursday,14,10.797010309278352,6.252886597938145,2018,12
Thursday,15,11.163541666666669,6.745000000000001,2018,12
Thursday,16,13.59866666666667,8.366666666666664,2018,12
Thursday,17,17.682886597938143,10.611649484536084,2018,12
Thursday,18,23.8319587628866,14.304639175257732,2018,12
Thursday,19,20.086666666666666,13.19041666666667,2018,12
Thursday,20,26.857010309278348,17.202886597938154,2018,12
Thursday,21,24.544948453608242,16.806082474226805,2018,12
Thursday,22,24.10214285714286,16.122857142857146,2018,12
Thursday,23,22.30343749999999,15.24072916666667,2018,12
Tuesday,0,28.252040816326538,13.498877551020412,2018,12
Tuesday,1,21.48010416666666,10.225,2018,12
Tuesday,2,21.159479166666674,9.990208333333333,2018,12
Tuesday,3,20.824226804123708,9.478762886597941,2018,12
Tuesday,4,18.447551020408167,8.073775510204083,2018,12
Tuesday,5,19.104270833333338,8.52416666666667,2018,12
Tuesday,6,18.807604166666675,8.744895833333329,2018,12
Tuesday,7,19.083814432989698,9.289381443298964,2018,12
Tuesday,8,21.061122448979585,11.169183673469389,2018,12
Tuesday,9,25.02742268041238,12.732886597938146,2018,12
Tuesday,10,25.869896907216486,12.86917525773196,2018,12
Tuesday,11,24.676494845360825,11.594432989690725,2018,12
Tuesday,12,21.624842105263145,10.480736842105264,2018,12
Tuesday,13,17.999898989898995,8.939494949494955,2018,12
Tuesday,14,17.774062500000007,8.280104166666671,2018,12
Tuesday,15,18.103814432989687,9.20731958762887,2018,12
