dayOfWeek,hourOfDay,P1,P2,year,month
Tuesday,16,17.038437500000004,9.303437500000001,2018,12
Tuesday,17,16.927010309278355,9.518247422680412,2018,12
Tuesday,18,24.15375,13.649687499999999,2018,12
Tuesday,19,22.67814432989691,12.635670103092785,2018,12
Tuesday,20,15.860126582278479,7.755569620253164,2018,12
Tuesday,21,18.338235294117645,9.445176470588233,2018,12
Tuesday,22,17.990612244897964,9.687857142857137,2018,12
Tuesday,23,16.176494845360825,8.011443298969072,2018,12
Wednesday,0,13.431649484536086,6.602680412371136,2018,12
Wednesday,1,13.328247422680407,6.427216494845365,2018,12
Wednesday,2,15.450927835051544,7.741340206185571,2018,12
Wednesday,3,12.465567010309275,5.846391752577322,2018,12
Wednesday,4,11.043750000000001,5.767708333333331,2018,12
Wednesday,5,10.874285714285717,6.114387755102042,2018,12
Wednesday,6,11.219583333333334,6.7775,2018,12
Wednesday,7,11.497835051546394,6.953505154639175,2018,12
Wednesday,8,17.278617021276595,9.704893617021273,2018,12
Wednesday,9,22.891182795698924,10.655591397849463,2018,12
Wednesday,10,15.97,8.150824742268043,2018,12
Wednesday,11,15.114947368421056,7.738947368421054,2018,12
Wednesday,12,13.706979166666665,6.393854166666668,2018,12
Wednesday,13,8.860707070707074,4.152727272727273,2018,12
Wednesday,14,8.562736842105261,5.055894736842104,2018,12
Wednesday,15,8.040833333333333,4.683229166666668,2018,12
Wednesday,16,9.880505050505052,5.452424242424244,2018,12
Wednesday,17,13.145591397849465,6.54720430107527,2018,12
Wednesday,18,16.53494623655914,8.31666666666667,2018,12
Wednesday,19,18.46510416666667,9.290624999999999,2018,12
Wednesday,20,17.147708333333334,6.851875,2018,12
Wednesday,21,18.645319148936167,7.7120212765957445,2018,12
Wednesday,22,16.600107526881718,6.585591397849463,2018,12
Wednesday,23,12.358210526315792,6.145578947368422,2018,12
